Username,Handle,Timestamp,Tweet Text,Comments,Retweets,Likes
Lil MarcoM,@marcosmore,2022-10-22T14:25:17.000Z,"Três coisas que eu NÃO AGUENTO MAIS:

- Eleições 2022
- Vídeos de Jade Picon atuando
- Tuítes de Flora Matos brigando sozinha",125,"10,7 mil","50,7 mil"
CHOQUEI,@choquei,2022-10-26T03:07:47.000Z,"VEJA: MC Poze do Rodo reiterando seu apoio a Lula neste segundo turno:

“Cada um tem o direito de ser o que quiser, e eu sou Lula”. #Eleições2022",693,6.103,"39,3 mil"
America Elects,@AmericaElige,2022-10-19T21:08:19.000Z,"Brazil (Presidential Election, second round), Datafolha poll:

Lula (PT, centre-left): 52% (-1)
Bolsonaro (PL, right): 48% (+1)

(+/- vs. 13-14 October 2022)

Fieldwork: 17-19 October 2022
Sample size: 2,912

#Brazil #Lula #Bolsonaro #Eleicoes2022",27,75,224
Felipe Castanhari,@FeCastanhari,2022-10-16T15:23:25.000Z,"A verdade difícil de aceitar é que não existe vídeo capaz de tirar voto do Bolsonaro. 
Mesmo se ele aparecesse em um vídeo espancando crianças, ainda não perderia votos. Seus apoiadores questionariam “o que essas crianças esquerdistas fizeram para irritar o capitão?”",6.704,"45,5 mil","231,7 mil"
Canibal Bandido,@canibalBandido,2022-10-26T02:57:23.000Z,"Essa gente do mal. 
Janones eu autorizo. E pra não esquecer é fora bolsonara/Bolsonaro.
Vai chorar na Jovem Pan #Eleicoes2022",7,54,149
CHOQUEI,@choquei,2022-10-22T20:29:55.000Z,"AGORA: Marta, camisa 10 da Seleção Brasileira Feminina, curte postagens a favor de Lula da Silva. #Eleições2022",2.434,9.449,"84,7 mil"
Carla Zambelli B22 T10,@Zambelli2210,2022-10-25T18:54:25.000Z,"O aplicativo Pardal recebe denúncias de irregularidades sobre as Eleições 2022, mas 'inusitadamente' só não se pode denunciar o PARTIDO DOS TRABALHADORES, PT!

Entramos com as medidas cabíveis e estamos aguardando resposta! Acompanhe nossas redes para mais informações!",511,3.299,8.473
Metrópoles,@Metropoles,2022-10-25T19:18:52.000Z,"General Heleno grava vídeo para atacar o PT: “Quadrilha vermelha”.

Para ele, não há comparação entre os governos petistas e o do presidente Bolsonaro: “Não é possível admitir a quadrilha vermelha de volta”. #Eleições2022

Leia: https://cutt.ly/7NpOXiW",278,82,533
Katy Watson,@katywatson,2022-10-22T13:15:56.000Z,"As Brazilians get ready to vote in the final round of presidential elections, many see this as a vote on the future of the Amazon. Our piece from #yanomami territory 
@jhe_cruz
 @jadominguez_a
 #Eleicoes2022",6,17,33
Partido Liberal - PL 22,@plnacional_,2022-10-25T17:59:02.000Z,"A nossa bandeira é verde e amarela!  O povo está com o capitão. O povo nordestino e do Brasil inteiro. Vamos vencer, mais uma vez. Dia 30 é ! #JairBolsonaro #Bolsonaro #Bolsonaro22 #Eleições2022 #Eleicoes2022 #NordesteComBolsonaro #Vote22",8,169,437
PESQUISAS E ANÁLISES ELEIÇÕES 2022,@pesquisas_2022,2022-10-26T11:16:00.000Z,"RESULTADO DO PRIMEIRO TURNO DAS ELEIÇÕES 2022 SE O NORDESTE NÃO FIZESSE PARTE DO BRASIL

 VOTOS VÁLIDOS

Bolsonaro 49,3%
Lula 41,5% 
Tebet 5%

RESULTADO DO PRIMEIRO TURNO NO NORDESTE

 VOTOS VÁLIDOS

Lula 66,8% 
Bolsonaro 27%
Tebet 2,1%",67,38,403
Sadrack Vanderley,@SadrackVanderl1,2022-10-26T13:32:59.000Z,"O silêncio do consórcio de imprensa é impressionante, não se ver um cobertura completa sobre a fraude nas eleições.

GRAVÍSSIMO!

  Apenas a 
@JovemPanNews
 está cobrindo com detalhes.

#radiolao 
#Eleições2022 
#BolsonaroReeleito2️⃣2️⃣",1,19,24
Joaquin Teixeira,@JoaquinTeixeira,2022-10-22T15:07:08.000Z, #Eleicoes2022 Katy Perry declara apoio a reeleição de Jair Messias Bolsonaro. A pop star norte americana declarou que ama o Brasil fazendo 22 com as mãos. Leia mais  http://t.me/teixeirajoaquin #EquipeJT ,997,6.515,"29,3 mil"
Estadão,@Estadao,2022-10-25T22:28:42.000Z,"Ipec em SP no segundo turno: Tarcísio tem 46% das intenções de voto; Haddad, 43% (via 
@EstadaoPolitica
) #Eleicoes2022 https://bit.ly/3DuXWKi",1.332,1.389,3.152
Mário Adolfo Filho,@marioadolfo,2022-10-24T21:41:51.000Z,"Em Manaus as pessoas não estão mais com medo de mostrar apoio a 
@LulaOficial
. Falta pouco. #Eleiçoes2022",223,1.427,7.675
Lula Nunca Mais,@LulaNuncaMais22,2022-10-25T22:19:47.000Z,"-ESSE É O VÍDEO QUE É BRASIL INTEIRO TEM QUE VÊ! CHEGA!

ASSISTA ESSE VÍDEO, COMPARTILHE MUITOOO, PRINCIPALMENTE COM QUEM AÍ NÃO DECIDIU O VOTO!

Essa é a reta final, se você tá vendo esse vídeo é SUA OBRIGAÇÃO compartilhar ele!

#Eleicao2022 #Eleicoes2022",,5,5
CHOQUEI,@choquei,2022-10-17T16:28:19.000Z,"VEJA: ‘Padre’ Kelmon é expulso por crianças num bairro em Bauru-SP, ao fazer campanha para Bolsonaro. #Eleições2022",1.980,"14,6 mil","80,3 mil"
Janaína,@Janainavis,2022-10-26T14:06:55.000Z,"Momento histórico no Brasil, fraude nas eleições 2022. Agora me diga uma coisa: quem vai investigar o TSE? #Eleicoes2022 #TSEvergonhanacional",,3,4
Victor Akin,@VictorAkinn,2022-10-25T20:35:12.000Z,Essa sempre será a nossa bandeira!  #Patriotas #Eleicoes2022,,2,3
Contagem Regressiva!,@ContadorQueda,2022-10-26T04:29:01.000Z,"Faltam 4 dias, 22 horas e 29 minutos para o 2º turno.

Faltam 67 dias, 12 horas e 30 minutos para o fim do governo do Ogro.

#Eleicoes2022 AUDITORIA DE TAUBATÉ",4,18,44
Eleições 2022 - BR,@PesqBR2022,2022-10-24T12:14:19.000Z," PESQUISA PRESIDENCIAL NACIONAL - INSTITUTO BRASMARKET, 24/10/2022:

 SEGUNDO TURNO - VOTOS VÁLIDOS:

Bolsonaro (PL): 53,3%
Lula (PT): 46,7%

 ELEITORES EM 2022: 156.454.011",2.845,5.284,"23,3 mil"
CHOQUEI,@choquei,2022-10-21T16:38:58.000Z,"AGORA: Lula da Silva expõe uma de suas propostas de um possível governo: 

“Quem ganha até 5 mil reais não vai mais pagar imposto de renda. Vamos parar de descontar o imposto de gente de classe média e cobrar dos muito ricos.” #Eleições2022",1.707,5.840,"67,1 mil"
J4YJAY,@EOJ4YJAY,2022-10-26T03:22:53.000Z,Onyx e Eduardo Leite debatendo #riograndedosul #Eduardoleite #onyx #Eleicoes2022,1,4,6
Eloi Duarte,@EloiDuarte2,2022-10-26T06:15:11.000Z,A ditadura do PT. #LulaDitador #Eleiçoes2022 #brasil #BrasilComBolsonaro22,,7,6
KrystianeSPM,@KrystianeSPM,2022-10-26T09:59:11.000Z,"Eu sou 
@BruMarquezine
  #BomDiaBrasil #Eleições2022",1,,1
Fonseca ᶜ ʳ ᵇ,@davidfonseck,2022-10-26T00:51:30.000Z,"Não consigo enxergar Jesus andando armado, disseminando ódio e desprezando pobres. Os valores cristãos andam bastante invertidos por aqui.

#Eleicoes2022 #BolsonaroNuncaMais",,1,1
Samuel,@samuelribvaz1,2022-10-25T20:34:38.000Z,Vai chorar na Jovem Pan. #LulaPresidente20221️⃣3️⃣ #Eleicoes2022  VOU DE LULA,,15,31
PESQUISAS E ANÁLISES ELEIÇÕES 2022,@pesquisas_2022,2022-10-25T22:08:24.000Z," IPEC- GOVERNO DE SÃO PAULO

 VOTOS VÁLIDOS

Tarcísio de Freitas 51%
Fernando Haddad 49%",178,534,2.646
CHOQUEI,@choquei,2022-10-22T19:26:44.000Z,"GRAVE: Campanha do PT de Santa Catarina divulga áudio de Luciano Hang, dono da Havan, pedindo para que Secretário da Fazenda atrase o salário dos professores: “Demita metade. Demita metade dos diabo desses professores”. #Eleições2022",553,7.933,"32,7 mil"
BCharts,@bchartsnet,2022-10-24T19:44:59.000Z," FANFIC EMERGENCY: desesperados, Bolsonaristas estão espalhando uma fake news de que uma balsa teria sido explodida com eleitores. A notícia verdadeira é sobre garimpo ilegal (que Bolsonaro adora). #Eleicoes2022",31,593,2.404
