Username,Handle,Timestamp,Tweet Text,Comments,Retweets,Likes
CHOQUEI,@choquei,2022-10-10T22:16:34.000Z,"ATENÇÃO: O candidato Lula da Silva vai subir pela 1º vez nesta campanha em uma favela do Rio de Janeiro. Complexo do Alemão vai receber o ex-presidente em uma caminhada, quarta-feira, às 9hs da manhã. #Eleições2022",932,5.239,"67,9 mil"
CHOQUEI,@choquei,2022-10-10T19:29:18.000Z,BRASIL: Pai de Whindersson Nunes declara apoio a Lula: “Estamos com milhões de votos a mais. É 13!”. #Eleições2022,500,3.697,"62,4 mil"
POPTime,@siteptbr,2022-10-11T10:00:00.000Z,"CRAQUE DE JOGO! 

Em nova campanha para TV aberta, Lula expõe vídeo de Bolsonaro apoiando aborto e os 51 imóveis comprados com dinheiro vivo. #Eleicoes2022",31,1.403,6.504
CHOQUEI,@choquei,2022-10-11T13:34:29.000Z,POLÍTICA: PT decidiu acatar sugestão de Simone Tebet e dar preferência ao branco em vez do vermelho nos atos políticos. O objetivo é afastar visão do partido e abraçar imagem de campanha contra o governo atual. #Eleicoes2022,273,1.285,"20,5 mil"
POPTime,@siteptbr,2022-10-04T15:20:10.000Z," Em pleno Outubro Rosa, Governo Bolsonaro acaba de cortar verba de R$78 MILHÕES contra o câncer, a doença que mais mata no país, para bancar 'orçamento secreto' em 2023, afirma o Estadão.
#Eleicoes2022",1.145,"49,9 mil","183,1 mil"
CHOQUEI,@choquei,2022-10-09T21:56:19.000Z,"BRASIL: Patrão que ofereceu 200 reais por votos em Bolsonaro é multado em mais de R$ 150 mil. 

Além disso, ele terá que pagar 2 mil a cada um dos trabalhadores da empresa e divulgar em até 48 horas, um vídeo se retratando à sociedade. #Eleições2022",347,3.451,"38,8 mil"
CHOQUEI,@choquei,2022-10-09T12:16:33.000Z,"MUNDO: Macron, presidente da França, planeja vir para eventual posse de Lula, mas não de Bolsonaro. A relação entre o atual presidente e o francês é péssima, principalmente desde que Bolsonaro fez piada com a aparência da esposa de Macron. #Eleições2022",517,3.460,"55,5 mil"
POPTime,@siteptbr,2022-10-05T02:59:31.000Z," DENÚNCIA: No Paraná, senhora de 64 anos é espancada por eleitores de Bolsonaro ao descobrirem que ela votaria no Lula. #Eleicoes2022",905,"12,6 mil",58 mil
POPTime,@siteptbr,2022-10-04T02:38:13.000Z," Gusttavo Lima e o seu Frigorífico Goiás, que estava oferecendo a “Picanha Mito” por R$22,00 no dia das eleições, são condenados por propaganda eleitoral irregular.
#Eleicoes2022",1.361,9.992,"101,6 mil"
POPTime,@siteptbr,2022-10-07T00:50:16.000Z," Frigorífico Goiás, que estava vendendo “Picanha Mito” por R$22,00 no dia das eleições em apoio ao Bolsonaro, é autuado pelo PROCON por venda de alimentos VENCIDOS.
#Eleicoes2022",537,6.343,"47,5 mil"
CHOQUEI,@choquei,2022-10-08T17:37:35.000Z,"BRASIL: Carcereiro da Polícia Federal que ‘cuidou’ de Lula na prisão declara voto no petista: 

“Nunca o vi deprimido, na carceragem era um sujeito humilde e que sempre demonstrou gratidão e compaixão por quem estava ali com ele.” #Eleições2022",1.551,"11,8 mil","91,5 mil"
POPTime,@siteptbr,2022-10-05T23:09:11.000Z," URGENTE: Bolsonaro acaba de chamar todo o Nordeste de analfabetos e diz que as altas taxas de analfabetismo são culpas do PT.

O Nordeste teve 7 das 10 notas 1000 do Enem 2022.
#Eleicoes2022",7.287,"35,1 mil","104,7 mil"
Estadão,@Estadao,2022-10-11T16:00:00.000Z,"TSE manda Nikolas, Zambelli, Eduardo e Flávio Bolsonaro apagarem vídeo com acusações falsas contra Lula (via 
@EstadaoPolitica
) #Eleicoes2022  https://bit.ly/3SRtjUQ",146,191,995
CHOQUEI,@choquei,2022-10-07T19:54:47.000Z,"AGORA: Após ser chamado de ‘pinguço’ por Bolsonaro, Lula responde: “Eu não estou preocupado em brigar contra o Bolsonaro. Eu quero brigar contra a fome, contra a falta de investimentos na educação.” #Eleições2022",547,4.721,"29,4 mil"
Séries Brasil,@SeriesBrasil,2022-10-07T19:39:25.000Z," Lula sobre orçamento secreto de Bolsonaro: ""Se fosse bom para a sociedade, não precisaria ser secreto."" #Eleicoes2022",339,6.746,55 mil
POPTime,@siteptbr,2022-10-10T18:43:28.000Z," Empresário bolsonarista da Stara foi gravado tentando persuadir seus funcionários a votarem em Bolsonaro, ameaçando demissão e paralização! #Eleicoes2022",82,486,2.566
POPTime,@siteptbr,2022-10-05T13:59:12.000Z,"Após vídeo de Bolsonaro na maçonaria viralizar, volta a tona comentário feito em 2019, por Adélio Bispo, onde ele afirma haver uma ""conspiração maçônica para conquistar as riquezas do Brasil"". #Eleicoes2022",165,2.688,"27,1 mil"
Best of Benício é 13,@favsbeniciio,2022-10-05T19:22:21.000Z,Simone Tebet declarando oficialmente seu apoio ao Lula no segundo turno. VAI DAR ELE SIMMM. #Eleicoes2022 #LulaPresidente2022 #SimoneTebet,9,71,375
Victor Ohana,@victohana,2022-10-10T21:49:52.000Z,"O empresário Paulo Marinho disse que votou em Lula no 1º turno. “Quem conhece Bolsonaro como eu conheço vota no Lula” #eleicoes2022 em 
@cartacapital",93,1.888,"13,7 mil"
Séries Brasil,@SeriesBrasil,2022-10-04T13:13:45.000Z,"Em vídeo antigo, Cabo Daciolo diz acreditar que a facada de Bolsonaro foi falsa e organizada pela Maçonaria. #Eleicoes2022",1.031,"14,7 mil","63,3 mil"
UpdateCharts,@updatecharts,2022-10-04T00:03:49.000Z,Simone Tebet quer ter uma conversa pessoalmente com Lula para firmar apoio no segundo turno. #Eleicoes2022,557,3.318,"46,7 mil"
Francimar Vieira,@FrancimarBrito,2022-10-09T01:44:46.000Z,"Quem você deseja que seja presidente do Brasil?
#Eleicoes2022 #Bolsonaro #Lula #Enquete #eleicoes",3,38,43
Jornal da Chapada,@JChapada,2022-10-11T17:48:56.000Z,#Eleições2022: Jornal inglês diz que fala sobre carne humana é chocante até para os padrões de Bolsonaro https://jornaldachapada.com.br/2022/10/11/eleicoes2022-jornal-ingles-diz-que-fala-sobre-carne-humana-e-chocante-ate-para-os-padroes-de-bolsonaro/…,,,
chama que o painho dá jeito,@NetinhaCanal,2022-10-11T17:46:50.000Z,"Pois é.
O tédio......
#Eleicoes2022 #eleicoes #LulaPresidente1️⃣3️⃣ #Lula",,,
Theo Salles,@theo_Matheu,2022-10-11T16:53:51.000Z,"A fabula do Burro,Tigre e o Leão! 
Jornal Nacional
Balneário Camboriú
#Eleicoes2022 
Não discutam com Anitta sobre politica ",,1,3
POPTime,@siteptbr,2022-10-04T13:16:19.000Z, Cabo Daciolo aposta que facada de Bolsonaro foi FALSA e organizada pela Maçonaria. #Eleicoes2022,1.056,"11,8 mil","59,1 mil"
POPTime,@siteptbr,2022-10-06T16:17:07.000Z,"Membros da diretoria da Petrobras foram pressionados pelo Governo Bolsonaro a NÃO reajustar o preço dos combustíveis até a realização do 2º turno das #Eleicoes2022.

Depois disso, a gasolina deve voltar a encarecer!",126,1.974,"11,2 mil"
POPTime,@siteptbr,2022-10-05T15:34:45.000Z,"É FAKE! Bolsonaristas estão espalhando FALSAS publicações de Lula, afirmando que ele irá fechar as igrejas e obrigar a todos a casarem com pessoas LGBTQ+. #Eleicoes2022",1.018,8.228,"33,3 mil"
POPTime,@siteptbr,2022-10-04T17:48:01.000Z,Gusttavo Lima poderá ser condenado pela 2ª vez por crime eleitoral ao realizar propaganda irregular a favor de Bolsonaro! #Eleicoes2022,1.009,3.981,"47,1 mil"
Ananda Marques,@abmrqs,2022-10-10T15:53:15.000Z,"Como votou o Maranhão nas #Eleicoes2022 para presidente? 

Lula venceu em 214 municípios, Bolsonaro em 3.",2,20,109
Politize! #OlheVoteMude,@Politize,2022-10-10T18:34:02.000Z,"Não caia em fake news! 

 Quem não votou no primeiro turno, pode votar SIM no segundo! 

#OlheVoteMude #Eleições2022",9,34,82
EMERSON SOUSA,@es_oficiial,2022-10-03T15:33:05.000Z,"Votei Ciro, e não votarei Nulo. Voto Lula 13!  #Eleicoes2022",499,1.179,"11,4 mil"
