Username,Handle,Timestamp,Tweet Text,Comments,Retweets,Likes
KFA - Brasil,@KFA_Brasil,2022-11-03T11:25:39.000Z,"Isso nem faz sentido, Na Coreia do Norte a população camponesa é treinada com rifle, até os operários nas fabricas sabem usar.

As armas estão na mão do povo, o povo sabe usar elas muito bem, se fosse o que a midia pinta na propaganda, seria muito fácil acabar com essa ditadura.",27,339,2.886
Roger Rocha Moreira,@roxmo,2022-11-03T02:19:07.000Z,Líder da Coreia do Norte parabeniza Lula por vitória: 'Desejo boa sorte' // Pra vcs terem uma ideia!,156,574,2.720
Faka,@opropriofaka,2022-11-02T21:01:12.000Z,"Lula já recebeu os parabéns e o apoio de grandes líderes democratas, internacionalmente conhecidos por serem grandes pacificadores. Para citar alguns:

Daniel Ortega (Nicarágua)
Nicolás Maduro (Venezuela)
Xi Jinping (China)
Hamas (Palestina)
Kim Jong Un (Coreia do Norte)",373,2.284,7.448
KPR - Kpop pela Reunificação da Coreia,@KPR_Por,2022-10-25T16:43:34.000Z,"O novo presidente da Coreia do Sul está prendendo opositores políticos do partido democrata (que também é de direita) e caminhando para aumentar as provocações contra a Coreia do Norte.

Centenas de milhares de sul-coreanos foram as ruas exigir a renuncia do ditador Yoon Suk-yeol",47,1.657,7.629
Folha de S.Paulo,@folha,2022-11-02T23:23:03.000Z,"Coreia do Norte insiste em testes de mísseis, e Japão emite alerta a população",8,33,278
CHOQUEI ᪥,@CH0QUEll,2022-11-02T23:11:37.000Z,"URGENTE: Apos inúmeras tentativas de países como a Coreia do Norte e Rússia tentando nos calar, a informação que os Anonymous nos revelou finalmente sairá a público!

A informação dada pelos Anonymous é nada mais nada menos que a localização do desconhecido ""CLITÓRIS""",17,81,541
UOL,@UOL,2022-11-03T02:02:03.000Z,Líder da Coreia do Norte parabeniza Lula por vitória: 'Desejo boa sorte',296,232,2.198
UOL Notícias,@UOLNoticias,2022-11-03T02:00:46.000Z,Líder da Coreia do Norte parabeniza Lula por vitória: 'Desejo boa sorte',270,321,4.252
CHOQUEI,@choquei,2022-11-02T02:05:50.000Z,"AGORA: Coreia do Norte dispara 10 mísseis em “teste” contra o mar da Coreia do Sul. Um deles caiu a 57km a leste de Sokcho, um importante centro turístico coreano.",664,1.926,"22,4 mil"
Conexão Política,@conexaopolitica,2022-11-02T19:25:02.000Z,"Ditador da Coreia do Norte, Kim Jong-un parabeniza Lula por vitória na eleição",514,1.822,6.510
34 anos,@hirodots,2022-11-02T22:58:44.000Z,Coreia do Norte acabou de lançar míssil em direção ao Japão e recebi um alerta de emergência pq estou na província que pode cair ,46,35,1.228
OiSakura,@0iSakura,2022-10-30T10:56:59.000Z,"Banida do Brasil, quem usa VPN consegue me ver, então printem e espalhem: 

VOTEM, não fiquem em casa aceitando esse tipo de situação, não deixem que o Brasil se torne nível Coreia do Norte de Censura, está nas mãos de vocês, QUE DEUS ABENÇOE A TODOS, nos vemos na Vitória!!!! ",468,3.521,"25,5 mil"
João Henrique da Fonseca,@JHFonseca,2022-11-02T17:30:53.000Z,"Passando para lembrar que o nome da ditadura mais fechada do planeta é “República Popular DEMOCRÁTICA da Coréia”, também conhecida como Coréia do Norte.
.
“DEMOCRÁTICA”.
.
Ignorem palavras, analisem ações.",5,41,217
Metrópoles,@Metropoles,2022-11-03T00:06:14.000Z,"Ditador Kim Jong-un parabeniza Lula por vitória nas eleições.

Líder da Coreia do Norte disse ter ""confiança de que a relação amigável e cooperativa entre os países será aprimorada"".

Leia: https://cutt.ly/0NFz6BA",189,224,1.021
ybu,@blursedpussy,2022-10-31T17:46:45.000Z,"Gastei uma onda aki fazendo minha tia descobrir onde é esse prédio. quando ela desistiu e soltou um ""algum lugar de primeiro mundo"" e eu larguei ""Coreia do Norte"" a velha SE CALOU.",3,11,116
Mundo News,@Mundo__News,2022-11-03T00:06:53.000Z, ATENÇÃO: A Coreia do Norte disparou vários mísseis nos últimos minutos. Um dos projéteis teria sobrevoado o Japão em direção ao Oceano Pacífico. Alertas de ataques aéreos foram ativados em várias cidades japonesas.,5,33,442
Duda D-791,@uuguinhooo,2022-11-02T03:19:07.000Z,"Qualquer notícia sobre a Coreia do Norte e Coreia do Sul desde que o BTS confirmou o alistamento os comentários são baseados em falar deles, depois dizem que aquele país não gira em torno deles, são literalmente a imagem atual de lá falem bem ou falem mal mas falem de mim",1,5,72
Hes broken away,@nadsondantas07,2022-11-02T20:22:08.000Z,"Lula transforma logo esse país em uma Coreia do Norte e me tira o acesso a internet, eu não aguento mais ver esse tanto de burrice.",2,23,181
Lucas Rubio,@RMSLucasRubio,2022-10-31T23:31:55.000Z,"Com enorme alegria e gratidão anuncio a todos que sou o convidado da vez do podcast À Deriva na próxima quarta-feira, dia 2 de novembro, às 15h, para falar sobre a Revolução Coreana e o socialismo na Coreia do Norte. 

Peço humildemente aos camaradas divulgação e apoio nas redes!",39,440,2.758
Renato Souza,@reporterenato,2022-11-02T23:41:27.000Z,"Japão entra em alerta após Coreia do Norte lançar míssil balístico. TV NHK afirma que o projétil pode ter caído no mar. Pela manhã, o país lançou uma centena de tiros na fronteira com a Coreia só Sul.",8,34,416
RFI Brasil,@RFI_Br,2022-11-02T13:01:06.000Z,Míssil disparado pela Coreia do Norte cai em águas sul-coreanas pela primeira vez em 66 anos https://rfi.my/8s7i.t,,2,8
Verdades e Nada Mais,@VerdadeseNadaMa,2022-11-02T04:06:47.000Z,"Presidente da Coreia do Sul,
Yoon Seok-yeol: ""O lançamento de mísseis da Coreia do Norte foi uma clara invasão do nosso território.""",6,11,142
Alexandre Padrão,@PadraoAlexandre,2022-10-25T21:56:03.000Z,- Eu não quero viver na Coreia do Norte !,4,66,218
Direto do Front,@DiretoFront,2022-11-03T00:01:39.000Z,"Agora: A Guarda Costeira do Japão relata um novo lançamento de míssil da Coreia do Norte, o terceiro em menos de 30 minutos.",2,8,168
Camarada Artio,@VivaAComuna,2022-10-31T03:48:39.000Z,"No aguardo do Brasil virar a Coreia do Norte, só votei no Lula pq me prometeram isso...",4,35,277
André Fróes de Aguilar - Fróes,@andrefroes,2022-10-30T22:35:51.000Z,A sentença foi prolatada!!!! O povo soberano! Transitado em julgado! Democracia é isto!!! Quem não suporta a democracia deve mudar para Coréia do Norte!,12,34,423
𝐁𝐑𝐔៹,@KOOKSCHXSE,2022-11-02T02:14:13.000Z,"Repassando a informação importante que a 
@BArmyLore
 me passou: não fiquem em pânico com essas notícias de mísseis. É apenas teste e provocação da parte da Coreia do Norte, e já acontece a tempos.",8,53,214
KFA - Brasil,@KFA_Brasil,2022-10-28T22:44:16.000Z,"Constituição da Coreia do norte 

Traduzimos a Constituição Socialista da RPDC completa

Ela está disponível aqui: https://blog.portalrpdc.com/constituicao-socialista-da-republica-popular-democratica-da-coreia/…",18,280,1.490
Rodrigo Ianhez,@rianhez,2022-11-02T19:36:22.000Z,"Hoje, atualizei o TOP momentos bizarros do twitter. Eu ser acusado de racismo por usar a palavra ""rapaz"" se soma ao cara q duvidou q estive na Coreia do Norte pq não gosto de tirar fotos e ao outro que duvidava que moro na Rússia e achava que eu twittava de um porão em Osasco.",20,28,1.292
Pri Leite,@priscillalleite,2022-11-01T00:01:51.000Z,"Vamos fazer igual a Coreia, que tem  tem Coreia do Norte e Coreia do Sul,que tal Brasil do Sul e Brasil do Nordeste?",472,152,3.068
Hikapen,@HikapenHikaru,2022-11-03T15:59:47.000Z,"O ditador da Coreia do Norte parabenizando o lula aí army pestista burra do CARALHO, BANDO DE BURRAS. Vocês estão do mesmo lado dele faz o L",1,1,1
Джованні Чакон,@GiovanniChacon_,2022-10-30T18:05:38.000Z,Que loucura o que o Kim Jong-Un tá fazendo pra dificultar a vida dos opositores pra votar na Coreia do Norte cara…,57,231,1.870
CHOQUEI ᪥,@CH0QUEll,2022-11-02T23:02:40.000Z,"URGENTE: A Coreia do Norte está tentando barrar a informação vazada pelos Anonymous, ao que tudo indica, a situação é de tenção e preocupação entre os países.

Fonte: Mel Gibson",13,19,117
Pedro Vieira,@PedroVieira_25,2022-10-27T02:29:36.000Z,Acabei de ler que a Coreia do Norte não é uma ditadura. Que vontade de desinstalar o Twitter ,47,14,344
𝖝𝖔𝖝𝖔𝖙𝖆 𝖌𝖔𝖑𝖕𝖎𝖘𝖙𝖆,@everydayloserr,2022-10-25T22:15:57.000Z,"se vc troca ""coreia do sul"" por ""coreia do norte"" vc tem um escandalo global com diversos lideres se pronunciando e diversas sançoes (alem das q já existem)",,6,44
Dayana⁷ The Astronaut,@dayanakellyof,2022-11-02T23:31:10.000Z,"Cadê as armys de esquerda?
Venham ver quem parabenizou o seu candidato.
Ele mesmo, o ditador comunista da Coreia do Norte que está atochando de mísseis o lado sul de onde o BTS que vocês tanto amam são e vivem.
Satisfeitas ???????????
Agora faz o L ",3,2,8
dede,@dedefromvasco,2022-11-03T18:23:33.000Z,atenção: está proibido dizer que o ditador da coreia do norte é um ditador,,,1
Pedro Vieira,@PedroVieira_25,2022-10-26T23:53:06.000Z,"Eu não consigo entender como é que há pessoas que defendem a Coreia do Norte e o seu regime.

É algo tão absurdo que se não fosse o Twitter eu não saberia que existe gente assim.",45,14,493
E.Pahl#OMalVesteToga!,@ErsopaErli,2022-11-03T09:06:51.000Z,"Todos os socialistas/comunistas que votaram no ladrão mais corrupto da história, desejo à todos vocês a abundância da Venezuela, o salário de Cuba, a justiça da China e a liberdade da Coreia do Norte.",8,7,30
Godzilla Baby,@godzillababy33,2022-11-01T14:43:42.000Z,"Democracia é uma falácia.
Rússia, China, Bielorrússia, Coreia do Norte, Irã.
Isso no vídeo abaixo é um projeto, é proposital.
Vendem uma liberdade deturpada onde vc pode escolher entre réplicas de Nike e Adidas, cocayna e p0rn0grafia.",5,7,36
Deputado Jessé Lopes,@depjesse,2022-11-02T20:23:11.000Z,"O DITADOR COMUNISTA da Coreia do Norte, Kim Jong-un, parabenizou
Lula pela eleição.

Leia novamente.

Pronto, não precisamos dizer mais NADA.",,3,25
Direto do Front,@DiretoFront,2022-11-02T02:05:42.000Z,"Agora: Coreia do Norte dispara mais sete mísseis em direção ao Mar do Leste, elevando a tensão na península Coreana.",7,16,234
Amoris Valencia,@Amoris,2022-11-02T22:59:00.000Z,O ditador da Coréia do Norte parabenizou o Carniça de nove dedos pela eleição ganha. É esse o tweet.,2,3,16
VEJA,@VEJA,2022-11-02T21:47:00.000Z,EUA acusam Coreia do Norte de fornecer projéteis à Rússia,19,19,176
Moni Peixoto,@eumonipeixoto,2022-11-02T15:02:27.000Z,"A JTBC ontem abriu uma live onde um general do exército da Coreia do Sul disse que iria responder aos 3 mísseis que a Coreia do Norte lançou sobre eles. Nos comentários os sul coreanos duvidaram, outros não queriam, mas hoje aconteceu.",,3,6
Ana Ribeiro perfil reserva,@anaribeirossp,2022-10-31T14:31:13.000Z,"Os beneficiados da Open Society não gostam da Rússia, nem de Cuba, nem da Nicarágua, nem da Coreia do Norte, nem do Talibã, nem da Palestina,nem da Venezuela. Eles acusam os governos operários de ""ditadores"". Porque será?",,8,25
ℙ𝕣𝕠𝕗. 𝕌𝕓𝕚𝕣𝕒𝕥𝕒𝕟 𝕁𝕠𝕣𝕘𝕖 𝕀𝕠𝕣𝕚𝕠,@biraiorio,2022-11-02T23:02:30.000Z,"Mais um ditador comunista parabenizando o camarada. Hoje, foi o da Coreia do Norte.",4,24,283
Br1 Rogers,@_Rogers_22,2022-11-03T17:38:54.000Z,"O molusco nem assumiu e já está dando as cartas, a ditadura só aumenta, ilusão políticos acharem q serão oposição. 
Não existe oposição na Coreia do Norte, x1na, Cuba, Venezuela, Rússia, etc..",1,6,6
BBC News Brasil,@bbcbrasil,2022-11-02T18:52:17.000Z,Coreia do Norte e Coreia do Sul dispararam mísseis que caíram pela primeira vez no mar ao largo da costa de cada país,,12,77
Jeylson Germano®™,@JeylsonGermano,2022-11-02T20:56:38.000Z,"Absurdo!
Chega dessa palhaçada.
Parem de colocar políticos em pedestais e COBREM.
Respeitem a decisão da maioria e a Democracia. Quem não concorda, que se mude para Rússia, Coreia do Norte, China e também a Venezuela. Lá existem muitos destes protestos!",,2,6
,@euhirai,2022-11-03T03:08:59.000Z,Qro ver o que as army’s petistas acham do Kim Jong-un está apoiando o Lula. Se os meninos apoiassem o Kim Jong-Un eles estariam na Coreia do Norte.. KKKKKKKKKKK,1,1,4
geopol.pt,@GeopolPt,2022-11-02T22:22:20.000Z,"O lançamento de mísseis da Coreia do Norte na quarta-feira foi considerado inaceitável por Seul, porque um dos mísseis caiu perto das águas territoriais da Coreia do Sul, informou a agência noticiosa Yonhap, citando os chefes do Estado-Maior Conjunto da Coreia do Sul.",1,5,46
Notícias e Guerras,@NoticiaeGuerra,2022-11-02T15:42:24.000Z,Presidente sul-coreano ordena resposta rápida e firme para que Coreia do Norte pague o preço de seus atos de provocações - Reuters,8,8,276
Verdades e Nada Mais,@VerdadeseNadaMa,2022-11-03T04:10:10.000Z,"A Coreia do Norte emitiu um forte alerta dirigido aos Estados Unidos e à Coreia do Sul, alertando-os para não continuarem seus exercícios militares conjuntos e prometendo uma resposta mais poderosa às provocações dos EUA.",,7,31
Andarilho_JDH,@Andarilho_JDH,2022-11-03T00:36:30.000Z,Nem na Coreia do Norte alguém teria a audácia de escrever uma atrocidade irreal dessas,,1,11
Léo,@leuu_coelho,2022-11-01T23:41:34.000Z,Como tem Coreia do Norte e Coreia do Sul nós poderia dividir tbm né Brasil do norte e Brasil do sul.,5,5,47
Azula,@azuladenovo,2022-11-03T15:42:39.000Z,"Orgulho é ser fã de artista coreano, que mora na parte boa da parada, querendo meter o bedelho achando que sabe de tudo,  enquanto nos o brasileiros temos o futuro presidente, apoiado por um ditador da Coreia do Norte.",,,2
Notícias e Guerras,@NoticiaeGuerra,2022-11-01T09:13:11.000Z," EUA estão se preparando para guerra nuclear contra a Coreia do Norte, diz Pyongyang",11,25,314
