Username,Handle,Timestamp,Tweet Text,Comments,Retweets,Likes
KFA - Brasil,@KFA_Brasil,2022-11-03T11:25:39.000Z,"Isso nem faz sentido, Na Coreia do Norte a população camponesa é treinada com rifle, até os operários nas fabricas sabem usar.

As armas estão na mão do povo, o povo sabe usar elas muito bem, se fosse o que a midia pinta na propaganda, seria muito fácil acabar com essa ditadura.",25,336,2.797
Folha de S.Paulo,@folha,2022-11-02T23:23:03.000Z,"Coreia do Norte insiste em testes de mísseis, e Japão emite alerta a população",8,33,278
Roger Rocha Moreira,@roxmo,2022-11-03T02:19:07.000Z,Líder da Coreia do Norte parabeniza Lula por vitória: 'Desejo boa sorte' // Pra vcs terem uma ideia!,154,570,2.695
Faka,@opropriofaka,2022-11-02T21:01:12.000Z,"Lula já recebeu os parabéns e o apoio de grandes líderes democratas, internacionalmente conhecidos por serem grandes pacificadores. Para citar alguns:

Daniel Ortega (Nicarágua)
Nicolás Maduro (Venezuela)
Xi Jinping (China)
Hamas (Palestina)
Kim Jong Un (Coreia do Norte)",369,2.268,7.386
KPR - Kpop pela Reunificação da Coreia,@KPR_Por,2022-10-25T16:43:34.000Z,"O novo presidente da Coreia do Sul está prendendo opositores políticos do partido democrata (que também é de direita) e caminhando para aumentar as provocações contra a Coreia do Norte.

Centenas de milhares de sul-coreanos foram as ruas exigir a renuncia do ditador Yoon Suk-yeol",47,1.657,7.628
CHOQUEI,@choquei,2022-11-02T02:05:50.000Z,"AGORA: Coreia do Norte dispara 10 mísseis em “teste” contra o mar da Coreia do Sul. Um deles caiu a 57km a leste de Sokcho, um importante centro turístico coreano.",664,1.926,"22,4 mil"
Mundo News,@Mundo__News,2022-11-03T00:06:53.000Z, ATENÇÃO: A Coreia do Norte disparou vários mísseis nos últimos minutos. Um dos projéteis teria sobrevoado o Japão em direção ao Oceano Pacífico. Alertas de ataques aéreos foram ativados em várias cidades japonesas.,5,33,441
Conexão Política,@conexaopolitica,2022-11-02T19:25:02.000Z,"Ditador da Coreia do Norte, Kim Jong-un parabeniza Lula por vitória na eleição",512,1.819,6.500
ybu,@blursedpussy,2022-10-31T17:46:45.000Z,"Gastei uma onda aki fazendo minha tia descobrir onde é esse prédio. quando ela desistiu e soltou um ""algum lugar de primeiro mundo"" e eu larguei ""Coreia do Norte"" a velha SE CALOU.",3,11,116
UOL Notícias,@UOLNoticias,2022-11-03T02:00:46.000Z,Líder da Coreia do Norte parabeniza Lula por vitória: 'Desejo boa sorte',259,314,4.125
João Henrique da Fonseca,@JHFonseca,2022-11-02T17:30:53.000Z,"Passando para lembrar que o nome da ditadura mais fechada do planeta é “República Popular DEMOCRÁTICA da Coréia”, também conhecida como Coréia do Norte.
.
“DEMOCRÁTICA”.
.
Ignorem palavras, analisem ações.",5,41,217
UOL,@UOL,2022-11-03T02:02:03.000Z,Líder da Coreia do Norte parabeniza Lula por vitória: 'Desejo boa sorte',293,228,2.159
Hes broken away,@nadsondantas07,2022-11-02T20:22:08.000Z,"Lula transforma logo esse país em uma Coreia do Norte e me tira o acesso a internet, eu não aguento mais ver esse tanto de burrice.",2,23,181
Duda D-791,@uuguinhooo,2022-11-02T03:19:07.000Z,"Qualquer notícia sobre a Coreia do Norte e Coreia do Sul desde que o BTS confirmou o alistamento os comentários são baseados em falar deles, depois dizem que aquele país não gira em torno deles, são literalmente a imagem atual de lá falem bem ou falem mal mas falem de mim",1,5,72
Metrópoles,@Metropoles,2022-11-03T00:06:14.000Z,"Ditador Kim Jong-un parabeniza Lula por vitória nas eleições.

Líder da Coreia do Norte disse ter ""confiança de que a relação amigável e cooperativa entre os países será aprimorada"".

Leia: https://cutt.ly/0NFz6BA",187,220,1.014
