Username,Handle,Timestamp,Tweet Text,Comments,Retweets,Likes
KFA - Brasil,@KFA_Brasil,2022-11-03T11:25:39.000Z,"Isso nem faz sentido, Na Coreia do Norte a população camponesa é treinada com rifle, até os operários nas fabricas sabem usar.

As armas estão na mão do povo, o povo sabe usar elas muito bem, se fosse o que a midia pinta na propaganda, seria muito fácil acabar com essa ditadura.",27,347,2.944
Roger Rocha Moreira,@roxmo,2022-11-03T02:19:07.000Z,Líder da Coreia do Norte parabeniza Lula por vitória: 'Desejo boa sorte' // Pra vcs terem uma ideia!,156,575,2.727
Faka,@opropriofaka,2022-11-02T21:01:12.000Z,"Lula já recebeu os parabéns e o apoio de grandes líderes democratas, internacionalmente conhecidos por serem grandes pacificadores. Para citar alguns:

Daniel Ortega (Nicarágua)
Nicolás Maduro (Venezuela)
Xi Jinping (China)
Hamas (Palestina)
Kim Jong Un (Coreia do Norte)",375,2.288,7.468
KPR - Kpop pela Reunificação da Coreia,@KPR_Por,2022-10-25T16:43:34.000Z,"O novo presidente da Coreia do Sul está prendendo opositores políticos do partido democrata (que também é de direita) e caminhando para aumentar as provocações contra a Coreia do Norte.

Centenas de milhares de sul-coreanos foram as ruas exigir a renuncia do ditador Yoon Suk-yeol",47,1.657,7.628
CHOQUEI ᪥,@CH0QUEll,2022-11-02T23:11:37.000Z,"URGENTE: Apos inúmeras tentativas de países como a Coreia do Norte e Rússia tentando nos calar, a informação que os Anonymous nos revelou finalmente sairá a público!

A informação dada pelos Anonymous é nada mais nada menos que a localização do desconhecido ""CLITÓRIS""",17,81,544
CHOQUEI,@choquei,2022-11-02T22:59:47.000Z,"AGORA: Japão emite o seguinte alerta: ""A Coreia do Norte parece ter lançado um míssil. Abrigue-se em um edifício robusto ou no subsolo”.",747,2.492,"54,8 mil"
CHOQUEI,@choquei,2022-11-02T02:05:50.000Z,"AGORA: Coreia do Norte dispara 10 mísseis em “teste” contra o mar da Coreia do Sul. Um deles caiu a 57km a leste de Sokcho, um importante centro turístico coreano.",664,1.926,"22,4 mil"
34 anos,@hirodots,2022-11-02T22:58:44.000Z,Coreia do Norte acabou de lançar míssil em direção ao Japão e recebi um alerta de emergência pq estou na província que pode cair ,46,35,1.232
Ivan Kleber,@lordivan22,2022-11-03T19:00:29.000Z,"ESTAMOS AO VIVO: Coréia do Norte lança mísseis e coloca Japão em alerta | Conexão Ásia

ACESSE NOSSA TRANSMISSÃO » https://youtube.com/watch?v=sHOSMl61QrE&ab_channel=PHVoxCanal…",1,5,24
João Henrique da Fonseca,@JHFonseca,2022-11-02T17:30:53.000Z,"Passando para lembrar que o nome da ditadura mais fechada do planeta é “República Popular DEMOCRÁTICA da Coréia”, também conhecida como Coréia do Norte.
.
“DEMOCRÁTICA”.
.
Ignorem palavras, analisem ações.",5,41,217
Mundo News,@Mundo__News,2022-11-03T00:06:53.000Z, ATENÇÃO: A Coreia do Norte disparou vários mísseis nos últimos minutos. Um dos projéteis teria sobrevoado o Japão em direção ao Oceano Pacífico. Alertas de ataques aéreos foram ativados em várias cidades japonesas.,5,33,446
ybu,@blursedpussy,2022-10-31T17:46:45.000Z,"Gastei uma onda aki fazendo minha tia descobrir onde é esse prédio. quando ela desistiu e soltou um ""algum lugar de primeiro mundo"" e eu larguei ""Coreia do Norte"" a velha SE CALOU.",3,11,116
UOL Notícias,@UOLNoticias,2022-11-03T02:00:46.000Z,Líder da Coreia do Norte parabeniza Lula por vitória: 'Desejo boa sorte',276,327,4.327
Hes broken away,@nadsondantas07,2022-11-02T20:22:08.000Z,"Lula transforma logo esse país em uma Coreia do Norte e me tira o acesso a internet, eu não aguento mais ver esse tanto de burrice.",2,23,181
UOL,@UOL,2022-11-03T02:02:03.000Z,Líder da Coreia do Norte parabeniza Lula por vitória: 'Desejo boa sorte',299,238,2.212
natan b,@natanjin,2022-11-02T23:07:49.000Z,o povo descobrindo das tensões entre coreia do norte coreia do sul e japão por causa do choquei,2,4,32
Duda D-791,@uuguinhooo,2022-11-02T03:19:07.000Z,"Qualquer notícia sobre a Coreia do Norte e Coreia do Sul desde que o BTS confirmou o alistamento os comentários são baseados em falar deles, depois dizem que aquele país não gira em torno deles, são literalmente a imagem atual de lá falem bem ou falem mal mas falem de mim",1,5,72
Renato Souza,@reporterenato,2022-11-02T23:41:27.000Z,"Japão entra em alerta após Coreia do Norte lançar míssil balístico. TV NHK afirma que o projétil pode ter caído no mar. Pela manhã, o país lançou uma centena de tiros na fronteira com a Coreia só Sul.",8,34,416
Verdades e Nada Mais,@VerdadeseNadaMa,2022-11-02T04:06:47.000Z,"Presidente da Coreia do Sul,
Yoon Seok-yeol: ""O lançamento de mísseis da Coreia do Norte foi uma clara invasão do nosso território.""",6,11,142
André Fróes de Aguilar - Fróes,@andrefroes,2022-10-30T22:35:51.000Z,A sentença foi prolatada!!!! O povo soberano! Transitado em julgado! Democracia é isto!!! Quem não suporta a democracia deve mudar para Coréia do Norte!,12,34,423
𝐁𝐑𝐔៹,@KOOKSCHXSE,2022-11-02T02:14:13.000Z,"Repassando a informação importante que a 
@BArmyLore
 me passou: não fiquem em pânico com essas notícias de mísseis. É apenas teste e provocação da parte da Coreia do Norte, e já acontece a tempos.",8,53,214
Rodrigo Ianhez,@rianhez,2022-11-02T19:36:22.000Z,"Hoje, atualizei o TOP momentos bizarros do twitter. Eu ser acusado de racismo por usar a palavra ""rapaz"" se soma ao cara q duvidou q estive na Coreia do Norte pq não gosto de tirar fotos e ao outro que duvidava que moro na Rússia e achava que eu twittava de um porão em Osasco.",20,28,1.295
Hikapen,@HikapenHikaru,2022-11-03T15:59:47.000Z,"O ditador da Coreia do Norte parabenizando o lula aí army pestista burra do CARALHO, BANDO DE BURRAS. Vocês estão do mesmo lado dele faz o L",1,1,1
CHOQUEI ᪥,@CH0QUEll,2022-11-02T23:02:40.000Z,"URGENTE: A Coreia do Norte está tentando barrar a informação vazada pelos Anonymous, ao que tudo indica, a situação é de tenção e preocupação entre os países.

Fonte: Mel Gibson",13,19,117
Alexandre Padrão,@PadraoAlexandre,2022-10-25T21:56:03.000Z,- Eu não quero viver na Coreia do Norte !,4,66,218
WandersondeOliveira,@sigaowo,2022-10-30T12:16:44.000Z,"Pessoal que votou no nine na Coreia do Sul, por que não andam um pouquinho e mudem para Coreia do Norte?

Eis a hipocrisia da esquerda.",,5,40
Rachel Sheherazade,@RachelSherazade,2022-10-31T21:10:06.000Z,"Com a vitória do 
@LulaOficial
 quantos “cidadãos de bem” vão se mudar para o Afeganistão, onde não tem urna eletrônica, imprensa livre nem Supremo Tribunal Federal? Destinos abertos também pra Cuba, Venezuela ou Coreia do Norte.",903,756,7.843
Aless Ci,@dreammakerAle,2022-11-02T21:19:53.000Z,"A Coréia do Norte está provocando, lançando vários mísseis em direção à Coréia do Sul e Japão.
Um deles ultrapassou a linha de limite entre os dois países!
Japão em alerta também.",3,10,51
Джованні Чакон,@GiovanniChacon_,2022-10-30T18:05:38.000Z,Que loucura o que o Kim Jong-Un tá fazendo pra dificultar a vida dos opositores pra votar na Coreia do Norte cara…,57,231,1.870
Fernanda Salles,@reportersalles,2022-11-03T00:33:38.000Z,"Ditador comunista Kim Jong-un parabeniza Lula por vitória nas eleições.

Ditador da Coreia do Norte disse ter ""confiança de que a relação amigável e cooperativa entre os países será aprimorada"".

Leia: http://cutt.ly/0NFz6BA
 https://metropoles.com/mundo/ditador-kim-jong-un-parabeniza-lula-por-vitoria-nas-eleicoes…",37,157,661
el lobo siempre cuida su loba aaauuuuu baby im,@rmcharmoso,2022-11-02T02:28:26.000Z,obrigada choquei por espalhar mais desinformaçao sobre a coreia do norte,1,3,9
Deputado Jessé Lopes,@depjesse,2022-11-02T20:23:11.000Z,"O DITADOR COMUNISTA da Coreia do Norte, Kim Jong-un, parabenizou
Lula pela eleição.

Leia novamente.

Pronto, não precisamos dizer mais NADA.",,3,25
ℒ𝓊𝒻𝒻𝓎,@alpteix,2022-11-02T13:12:23.000Z,"Desejo a todos que votaram no bandido: O salário de Cuba, a liberdade da Coréia do Norte e a fartura da Venezuela. Desejaria também o presidente da Argentina, mas temos um pior.",12,23,94
ℙ𝕣𝕠𝕗. 𝕌𝕓𝕚𝕣𝕒𝕥𝕒𝕟 𝕁𝕠𝕣𝕘𝕖 𝕀𝕠𝕣𝕚𝕠,@biraiorio,2022-11-02T23:02:30.000Z,"Mais um ditador comunista parabenizando o camarada. Hoje, foi o da Coreia do Norte.",4,24,284
Camarada Artio,@VivaAComuna,2022-10-31T03:48:39.000Z,"No aguardo do Brasil virar a Coreia do Norte, só votei no Lula pq me prometeram isso...",4,35,277
Br1 Rogers,@_Rogers_22,2022-11-03T17:38:54.000Z,"O molusco nem assumiu e já está dando as cartas, a ditadura só aumenta, ilusão políticos acharem q serão oposição. 
Não existe oposição na Coreia do Norte, x1na, Cuba, Venezuela, Rússia, etc..",1,6,6
Pedro Vieira,@PedroVieira_25,2022-10-27T02:29:36.000Z,Acabei de ler que a Coreia do Norte não é uma ditadura. Que vontade de desinstalar o Twitter ,47,14,344
E.Pahl#OMalVesteToga!,@ErsopaErli,2022-11-03T09:06:51.000Z,"Todos os socialistas/comunistas que votaram no ladrão mais corrupto da história, desejo à todos vocês a abundância da Venezuela, o salário de Cuba, a justiça da China e a liberdade da Coreia do Norte.",8,7,30
O Judeu Ateu,@ojudeuateu,2022-11-02T18:09:41.000Z,"Cenas tristes na CORÉIA DO NORTE, onde esta manhã foi noticiado aos cidadãos que o país ganhou a 3ª Guerra Mundial contra os EUA. Isolados do resto do mundo, os coreanos estão em prantos no chão, chorando de felicidade.",2,15,77
Moni Peixoto,@eumonipeixoto,2022-11-03T18:57:23.000Z,"Ministro da Defesa da Coreia do Sul diz: ""Qualquer ataque nuclear da Coreia do Norte levará ao fim do regime de Kim Jong-um. Este é um forte aviso contra a RPDC.""",,,2
vilão,@siulsegrobegroj,2022-11-02T21:37:19.000Z,Queria usar a mesma droga que a glr q defende a Coreia do Norte como sociedade socialista,1,,13
PHVox — Geopolítica e Formação,@phvoxcanal,2022-11-03T19:00:29.000Z,"ESTAMOS AO VIVO: Coréia do Norte lança mísseis e coloca Japão em alerta | Conexão Ásia

ACESSE NOSSA TRANSMISSÃO » https://youtube.com/watch?v=sHOSMl61QrE&ab_channel=PHVoxCanal…",,1,2
,@euhirai,2022-11-03T03:08:59.000Z,Qro ver o que as army’s petistas acham do Kim Jong-un está apoiando o Lula. Se os meninos apoiassem o Kim Jong-Un eles estariam na Coreia do Norte.. KKKKKKKKKKK,1,1,4
geopol.pt,@GeopolPt,2022-11-02T22:22:20.000Z,"O lançamento de mísseis da Coreia do Norte na quarta-feira foi considerado inaceitável por Seul, porque um dos mísseis caiu perto das águas territoriais da Coreia do Sul, informou a agência noticiosa Yonhap, citando os chefes do Estado-Maior Conjunto da Coreia do Sul.",1,5,46
